src,dst,avg_delay,max_delay,count
14,16,1.4026622296173046,5.0,601
20,21,0.3076923076923077,4.0,715
3,19,1.3016129032258064,5.0,620
3,11,1.3579454253611556,5.0,623
14,19,0.9627906976744186,5.0,645
15,23,1.2656716417910447,5.0,670
13,16,1.382695507487521,5.0,601
2,18,1.3540983606557377,5.0,610
10,18,1.4612954186413902,5.0,633
9,12,1.168693009118541,5.0,658
0,10,0.8328313253012049,5.0,664
4,12,1.2071005917159763,5.0,676
15,22,0.8243451463790447,5.0,649
12,16,1.236220472440945,5.0,635
21,22,0.8887240356083086,5.0,674
20,24,1.278301886792453,5.0,636
4,13,0.8323353293413174,5.0,668
1,5,0.29583333333333334,4.0,720
1,6,0.2691790040376851,4.0,743
3,6,1.42668863261944,5.0,607
3,7,1.0,5.0,641
4,16,1.525236593059937,5.0,634
9,11,1.487101669195751,5.0,659
6,7,1.0864381520119224,5.0,671
1,20,1.1566068515497554,5.0,613
4,14,0.9085545722713865,5.0,678
7,15,1.3715170278637772,5.0,646
5,19,1.4143556280587275,5.0,613
19,21,1.216923076923077,5.0,650
5,24,1.6349206349206349,5.0,630
4,10,1.4513556618819776,5.0,627
0,18,1.4424342105263157,5.0,608
0,16,1.2859327217125383,5.0,654
17,24,0.9428571428571428,5.0,665
6,14,1.5206349206349206,5.0,630
8,15,1.5146103896103895,5.0,616
2,23,1.3717754172989378,5.0,659
16,17,0.934402332361516,5.0,686
2,10,1.2551181102362206,5.0,635
0,11,0.8552845528455284,5.0,615
11,18,1.4145936981757876,5.0,603
4,11,1.3929765886287626,5.0,598
7,11,1.1336477987421383,5.0,636
18,19,0.24885496183206107,5.0,655
